"cueanexo","cuise","nombre","departamento","municipio","sector","ambito","oferta","grado","matricula","repitentes"
"540000100","0661","ESC. Nº 661: ""LOS PARAISOS""","MONTECARLO","MONTECARLO","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","1er Año/Grado","52","1"
"540000100","0661","ESC. Nº 661: ""LOS PARAISOS""","MONTECARLO","MONTECARLO","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","2do Año/Grado","60","3"
"540000100","0661","ESC. Nº 661: ""LOS PARAISOS""","MONTECARLO","MONTECARLO","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","3er Año/Grado","52","5"
"540000100","0661","ESC. Nº 661: ""LOS PARAISOS""","MONTECARLO","MONTECARLO","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","4to Año/Grado","60","6"
"540000100","0661","ESC. Nº 661: ""LOS PARAISOS""","MONTECARLO","MONTECARLO","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","5to Año/Grado","61","5"
"540000100","0661","ESC. Nº 661: ""LOS PARAISOS""","MONTECARLO","MONTECARLO","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","6to Año/Grado","56","4"
"540000100","0661","ESC. Nº 661: ""LOS PARAISOS""","MONTECARLO","MONTECARLO","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","7mo Año/Grado","42","3"
"540000200","0240","ESC. Nº 240: ""ITACURUZU""","MONTECARLO","MONTECARLO","Estatal","Rural Disperso","Común - Primaria de 7 años ","1er Año/Grado","12","0"
"540000200","0240","ESC. Nº 240: ""ITACURUZU""","MONTECARLO","MONTECARLO","Estatal","Rural Disperso","Común - Primaria de 7 años ","2do Año/Grado","8","0"
"540000200","0240","ESC. Nº 240: ""ITACURUZU""","MONTECARLO","MONTECARLO","Estatal","Rural Disperso","Común - Primaria de 7 años ","3er Año/Grado","6","1"
"540000200","0240","ESC. Nº 240: ""ITACURUZU""","MONTECARLO","MONTECARLO","Estatal","Rural Disperso","Común - Primaria de 7 años ","4to Año/Grado","7","2"
"540000200","0240","ESC. Nº 240: ""ITACURUZU""","MONTECARLO","MONTECARLO","Estatal","Rural Disperso","Común - Primaria de 7 años ","5to Año/Grado","9","0"
"540000200","0240","ESC. Nº 240: ""ITACURUZU""","MONTECARLO","MONTECARLO","Estatal","Rural Disperso","Común - Primaria de 7 años ","6to Año/Grado","6","1"
"540000200","0240","ESC. Nº 240: ""ITACURUZU""","MONTECARLO","MONTECARLO","Estatal","Rural Disperso","Común - Primaria de 7 años ","7mo Año/Grado","8","2"
"540000300","0484","ESC. Nº 484: ""AEROPARQUE""","CAPITAL","POSADAS","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","1er Año/Grado","29","0"
"540000300","0484","ESC. Nº 484: ""AEROPARQUE""","CAPITAL","POSADAS","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","2do Año/Grado","18","2"
"540000300","0484","ESC. Nº 484: ""AEROPARQUE""","CAPITAL","POSADAS","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","3er Año/Grado","27","0"
"540000300","0484","ESC. Nº 484: ""AEROPARQUE""","CAPITAL","POSADAS","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","4to Año/Grado","20","2"
"540000300","0484","ESC. Nº 484: ""AEROPARQUE""","CAPITAL","POSADAS","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","5to Año/Grado","28","0"
"540000300","0484","ESC. Nº 484: ""AEROPARQUE""","CAPITAL","POSADAS","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","6to Año/Grado","16","1"
"540000300","0484","ESC. Nº 484: ""AEROPARQUE""","CAPITAL","POSADAS","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","7mo Año/Grado","17","0"
"540000400","0426","ESC. Nº 426: ""NICOLÁS AVELLANEDA""","MONTECARLO","CARAGUATAY","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","1er Año/Grado","16","0"
"540000400","0426","ESC. Nº 426: ""NICOLÁS AVELLANEDA""","MONTECARLO","CARAGUATAY","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","2do Año/Grado","15","0"
"540000400","0426","ESC. Nº 426: ""NICOLÁS AVELLANEDA""","MONTECARLO","CARAGUATAY","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","3er Año/Grado","33","0"
"540000400","0426","ESC. Nº 426: ""NICOLÁS AVELLANEDA""","MONTECARLO","CARAGUATAY","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","4to Año/Grado","22","0"
"540000400","0426","ESC. Nº 426: ""NICOLÁS AVELLANEDA""","MONTECARLO","CARAGUATAY","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","5to Año/Grado","34","0"
"540000400","0426","ESC. Nº 426: ""NICOLÁS AVELLANEDA""","MONTECARLO","CARAGUATAY","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","6to Año/Grado","27","0"
"540000400","0426","ESC. Nº 426: ""NICOLÁS AVELLANEDA""","MONTECARLO","CARAGUATAY","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","7mo Año/Grado","21","0"
"540000401","0426","Aula Sat. Nº 01: ""ESC. Nº 426: Nicolás Avellaneda""","MONTECARLO","CARAGUATAY","Estatal","Rural Aglomerado","Común - Jardín de infantes ","Sala de 5 años","1",""
"540000401","0426","Aula Sat. Nº 01: ""ESC. Nº 426: Nicolás Avellaneda""","MONTECARLO","CARAGUATAY","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","1er Año/Grado","2","0"
"540000401","0426","Aula Sat. Nº 01: ""ESC. Nº 426: Nicolás Avellaneda""","MONTECARLO","CARAGUATAY","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","2do Año/Grado","2","0"
"540000401","0426","Aula Sat. Nº 01: ""ESC. Nº 426: Nicolás Avellaneda""","MONTECARLO","CARAGUATAY","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","3er Año/Grado","1","0"
"540000401","0426","Aula Sat. Nº 01: ""ESC. Nº 426: Nicolás Avellaneda""","MONTECARLO","CARAGUATAY","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","4to Año/Grado","4","0"
"540000402","0426","Aula Sat. Nº 02: ""ESC. Nº 426: Nicolás Avellaneda"" (Ex Esc. Nº 523)","MONTECARLO","CARAGUATAY","Estatal","Rural","Común - Jardín de infantes ","Sala de 4 años","1",""
"540000402","0426","Aula Sat. Nº 02: ""ESC. Nº 426: Nicolás Avellaneda"" (Ex Esc. Nº 523)","MONTECARLO","CARAGUATAY","Estatal","Rural","Común - Jardín de infantes ","Sala de 5 años","2",""
"540000402","0426","Aula Sat. Nº 02: ""ESC. Nº 426: Nicolás Avellaneda"" (Ex Esc. Nº 523)","MONTECARLO","CARAGUATAY","Estatal","Rural","Común - Primaria de 7 años ","1er Año/Grado","7","0"
"540000402","0426","Aula Sat. Nº 02: ""ESC. Nº 426: Nicolás Avellaneda"" (Ex Esc. Nº 523)","MONTECARLO","CARAGUATAY","Estatal","Rural","Común - Primaria de 7 años ","2do Año/Grado","3","0"
"540000402","0426","Aula Sat. Nº 02: ""ESC. Nº 426: Nicolás Avellaneda"" (Ex Esc. Nº 523)","MONTECARLO","CARAGUATAY","Estatal","Rural","Común - Primaria de 7 años ","3er Año/Grado","3","0"
"540000402","0426","Aula Sat. Nº 02: ""ESC. Nº 426: Nicolás Avellaneda"" (Ex Esc. Nº 523)","MONTECARLO","CARAGUATAY","Estatal","Rural","Común - Primaria de 7 años ","4to Año/Grado","3","0"
"540000402","0426","Aula Sat. Nº 02: ""ESC. Nº 426: Nicolás Avellaneda"" (Ex Esc. Nº 523)","MONTECARLO","CARAGUATAY","Estatal","Rural","Común - Primaria de 7 años ","5to Año/Grado","1","0"
"540000402","0426","Aula Sat. Nº 02: ""ESC. Nº 426: Nicolás Avellaneda"" (Ex Esc. Nº 523)","MONTECARLO","CARAGUATAY","Estatal","Rural","Común - Primaria de 7 años ","6to Año/Grado","4","0"
"540000403","0426","Aula Sat. Nº 03: ""ESC. Nº 426: Nicolás Avellaneda"" (Ex Aula Sat. Nº 02: ""Esc. Nº 523"")","MONTECARLO","CARAGUATAY","Estatal","Rural","Común - Primaria de 7 años ","1er Año/Grado","1","0"
"540000403","0426","Aula Sat. Nº 03: ""ESC. Nº 426: Nicolás Avellaneda"" (Ex Aula Sat. Nº 02: ""Esc. Nº 523"")","MONTECARLO","CARAGUATAY","Estatal","Rural","Común - Primaria de 7 años ","2do Año/Grado","1","0"
"540000403","0426","Aula Sat. Nº 03: ""ESC. Nº 426: Nicolás Avellaneda"" (Ex Aula Sat. Nº 02: ""Esc. Nº 523"")","MONTECARLO","CARAGUATAY","Estatal","Rural","Común - Primaria de 7 años ","3er Año/Grado","2","0"
"540000403","0426","Aula Sat. Nº 03: ""ESC. Nº 426: Nicolás Avellaneda"" (Ex Aula Sat. Nº 02: ""Esc. Nº 523"")","MONTECARLO","CARAGUATAY","Estatal","Rural","Común - Primaria de 7 años ","4to Año/Grado","3","0"
"540000403","0426","Aula Sat. Nº 03: ""ESC. Nº 426: Nicolás Avellaneda"" (Ex Aula Sat. Nº 02: ""Esc. Nº 523"")","MONTECARLO","CARAGUATAY","Estatal","Rural","Común - Primaria de 7 años ","5to Año/Grado","3","0"
"540000403","0426","Aula Sat. Nº 03: ""ESC. Nº 426: Nicolás Avellaneda"" (Ex Aula Sat. Nº 02: ""Esc. Nº 523"")","MONTECARLO","CARAGUATAY","Estatal","Rural","Común - Primaria de 7 años ","6to Año/Grado","3","0"
"540000403","0426","Aula Sat. Nº 03: ""ESC. Nº 426: Nicolás Avellaneda"" (Ex Aula Sat. Nº 02: ""Esc. Nº 523"")","MONTECARLO","CARAGUATAY","Estatal","Rural","Común - Primaria de 7 años ","7mo Año/Grado","1","0"
"540000404","0426","Aula Sat. Nº 04: ""ESC. Nº 426: Nicolás Avellaneda"" (Ex Aula Sat. Nº 01: ""Esc. Nº 523"")","MONTECARLO","CARAGUATAY","Estatal","Rural","Común - Jardín de infantes ","Sala de 5 años","3",""
"540000404","0426","Aula Sat. Nº 04: ""ESC. Nº 426: Nicolás Avellaneda"" (Ex Aula Sat. Nº 01: ""Esc. Nº 523"")","MONTECARLO","CARAGUATAY","Estatal","Rural","Común - Primaria de 7 años ","1er Año/Grado","4","0"
"540000404","0426","Aula Sat. Nº 04: ""ESC. Nº 426: Nicolás Avellaneda"" (Ex Aula Sat. Nº 01: ""Esc. Nº 523"")","MONTECARLO","CARAGUATAY","Estatal","Rural","Común - Primaria de 7 años ","2do Año/Grado","4","0"
"540000404","0426","Aula Sat. Nº 04: ""ESC. Nº 426: Nicolás Avellaneda"" (Ex Aula Sat. Nº 01: ""Esc. Nº 523"")","MONTECARLO","CARAGUATAY","Estatal","Rural","Común - Primaria de 7 años ","3er Año/Grado","1","0"
"540000404","0426","Aula Sat. Nº 04: ""ESC. Nº 426: Nicolás Avellaneda"" (Ex Aula Sat. Nº 01: ""Esc. Nº 523"")","MONTECARLO","CARAGUATAY","Estatal","Rural","Común - Primaria de 7 años ","4to Año/Grado","8","0"
"540000404","0426","Aula Sat. Nº 04: ""ESC. Nº 426: Nicolás Avellaneda"" (Ex Aula Sat. Nº 01: ""Esc. Nº 523"")","MONTECARLO","CARAGUATAY","Estatal","Rural","Común - Primaria de 7 años ","5to Año/Grado","2","0"
"540000404","0426","Aula Sat. Nº 04: ""ESC. Nº 426: Nicolás Avellaneda"" (Ex Aula Sat. Nº 01: ""Esc. Nº 523"")","MONTECARLO","CARAGUATAY","Estatal","Rural","Común - Primaria de 7 años ","6to Año/Grado","4","0"
"540000404","0426","Aula Sat. Nº 04: ""ESC. Nº 426: Nicolás Avellaneda"" (Ex Aula Sat. Nº 01: ""Esc. Nº 523"")","MONTECARLO","CARAGUATAY","Estatal","Rural","Común - Primaria de 7 años ","7mo Año/Grado","7","0"
"540000500","0265","ESC. Nº 265","MONTECARLO","CARAGUATAY","Estatal","Rural Aglomerado","Común - Jardín de infantes ","Sala de 4 años","1",""
"540000500","0265","ESC. Nº 265","MONTECARLO","CARAGUATAY","Estatal","Rural Aglomerado","Común - Jardín de infantes ","Sala de 5 años","1",""
"540000500","0265","ESC. Nº 265","MONTECARLO","CARAGUATAY","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","1er Año/Grado","2","0"
"540000500","0265","ESC. Nº 265","MONTECARLO","CARAGUATAY","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","2do Año/Grado","1","0"
"540000500","0265","ESC. Nº 265","MONTECARLO","CARAGUATAY","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","3er Año/Grado","2","0"
"540000500","0265","ESC. Nº 265","MONTECARLO","CARAGUATAY","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","4to Año/Grado","1","0"
"540000500","0265","ESC. Nº 265","MONTECARLO","CARAGUATAY","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","5to Año/Grado","2","0"
"540000500","0265","ESC. Nº 265","MONTECARLO","CARAGUATAY","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","6to Año/Grado","1","0"
"540000500","0265","ESC. Nº 265","MONTECARLO","CARAGUATAY","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","7mo Año/Grado","3","0"
"540000600","0142","ESC. Nº 142: ""MAYOR J.A. RAMALLO""","LEANDRO N. ALEM","LEANDRO N. ALEM","Estatal","Rural Disperso","Común - Primaria de 7 años ","2do Año/Grado","2","0"
"540000600","0142","ESC. Nº 142: ""MAYOR J.A. RAMALLO""","LEANDRO N. ALEM","LEANDRO N. ALEM","Estatal","Rural Disperso","Común - Primaria de 7 años ","3er Año/Grado","2","0"
"540000600","0142","ESC. Nº 142: ""MAYOR J.A. RAMALLO""","LEANDRO N. ALEM","LEANDRO N. ALEM","Estatal","Rural Disperso","Común - Primaria de 7 años ","4to Año/Grado","2","0"
"540000600","0142","ESC. Nº 142: ""MAYOR J.A. RAMALLO""","LEANDRO N. ALEM","LEANDRO N. ALEM","Estatal","Rural Disperso","Común - Primaria de 7 años ","5to Año/Grado","4","1"
"540000600","0142","ESC. Nº 142: ""MAYOR J.A. RAMALLO""","LEANDRO N. ALEM","LEANDRO N. ALEM","Estatal","Rural Disperso","Común - Primaria de 7 años ","6to Año/Grado","2","0"
"540000600","0142","ESC. Nº 142: ""MAYOR J.A. RAMALLO""","LEANDRO N. ALEM","LEANDRO N. ALEM","Estatal","Rural Disperso","Común - Primaria de 7 años ","7mo Año/Grado","3","0"
"540000700","1388","ESC. ESPECIAL Nº 11","LEANDRO N. ALEM","LEANDRO N. ALEM","Estatal","Urbano","Especial - Educacion integral para adolescentes y jovenes","1er Año/Grado","14","0"
"540000700","1388","ESC. ESPECIAL Nº 11","LEANDRO N. ALEM","LEANDRO N. ALEM","Estatal","Urbano","Especial - Educacion integral para adolescentes y jovenes","2do Año/Grado","11","0"
"540000700","1388","ESC. ESPECIAL Nº 11","LEANDRO N. ALEM","LEANDRO N. ALEM","Estatal","Urbano","Especial - Educacion integral para adolescentes y jovenes","3er Año/Grado","4","0"
"540000700","1388","ESC. ESPECIAL Nº 11","LEANDRO N. ALEM","LEANDRO N. ALEM","Estatal","Urbano","Especial - Primaria de 7 años ","1er Año/Grado","1","0"
"540000700","1388","ESC. ESPECIAL Nº 11","LEANDRO N. ALEM","LEANDRO N. ALEM","Estatal","Urbano","Especial - Primaria de 7 años ","2do Año/Grado","4","0"
"540000700","1388","ESC. ESPECIAL Nº 11","LEANDRO N. ALEM","LEANDRO N. ALEM","Estatal","Urbano","Especial - Primaria de 7 años ","3er Año/Grado","4","0"
"540000700","1388","ESC. ESPECIAL Nº 11","LEANDRO N. ALEM","LEANDRO N. ALEM","Estatal","Urbano","Especial - Primaria de 7 años ","4to Año/Grado","5","0"
"540000700","1388","ESC. ESPECIAL Nº 11","LEANDRO N. ALEM","LEANDRO N. ALEM","Estatal","Urbano","Especial - Primaria de 7 años ","5to Año/Grado","2","0"
"540000700","1388","ESC. ESPECIAL Nº 11","LEANDRO N. ALEM","LEANDRO N. ALEM","Estatal","Urbano","Especial - Primaria de 7 años ","6to Año/Grado","5","0"
"540000700","1388","ESC. ESPECIAL Nº 11","LEANDRO N. ALEM","LEANDRO N. ALEM","Estatal","Urbano","Especial - Primaria de 7 años ","7mo Año/Grado","1","0"
"540000800","0771","ESC. Nº 771","LEANDRO N. ALEM","LEANDRO N. ALEM","Estatal","Urbano","Común - Primaria de 7 años ","1er Año/Grado","19","0"
"540000800","0771","ESC. Nº 771","LEANDRO N. ALEM","LEANDRO N. ALEM","Estatal","Urbano","Común - Primaria de 7 años ","2do Año/Grado","15","1"
"540000800","0771","ESC. Nº 771","LEANDRO N. ALEM","LEANDRO N. ALEM","Estatal","Urbano","Común - Primaria de 7 años ","3er Año/Grado","18","0"
"540000800","0771","ESC. Nº 771","LEANDRO N. ALEM","LEANDRO N. ALEM","Estatal","Urbano","Común - Primaria de 7 años ","4to Año/Grado","14","0"
"540000800","0771","ESC. Nº 771","LEANDRO N. ALEM","LEANDRO N. ALEM","Estatal","Urbano","Común - Primaria de 7 años ","5to Año/Grado","19","0"
"540000800","0771","ESC. Nº 771","LEANDRO N. ALEM","LEANDRO N. ALEM","Estatal","Urbano","Común - Primaria de 7 años ","6to Año/Grado","14","1"
"540000800","0771","ESC. Nº 771","LEANDRO N. ALEM","LEANDRO N. ALEM","Estatal","Urbano","Común - Primaria de 7 años ","7mo Año/Grado","28","0"
"540000900","1515","B.O.P. Nº 15","LEANDRO N. ALEM","LEANDRO N. ALEM","Estatal","Urbano","Adultos - Secundaria Completa","1er Año/Grado","46","7"
"540000900","1515","B.O.P. Nº 15","LEANDRO N. ALEM","LEANDRO N. ALEM","Estatal","Urbano","Adultos - Secundaria Completa","2do Año/Grado","44","1"
"540000900","1515","B.O.P. Nº 15","LEANDRO N. ALEM","LEANDRO N. ALEM","Estatal","Urbano","Adultos - Secundaria Completa","3er Año/Grado","51","5"
"540000901","1515","Aula Sat. Nº 01: ""B.O.P. Nº 15""","LEANDRO N. ALEM","LEANDRO N. ALEM","Estatal","Urbano","Común - Secundaria Completa req. 7 años ","1er Año/Grado","36","2"
"540000901","1515","Aula Sat. Nº 01: ""B.O.P. Nº 15""","LEANDRO N. ALEM","LEANDRO N. ALEM","Estatal","Urbano","Común - Secundaria Completa req. 7 años ","2do Año/Grado","36","5"
"540000901","1515","Aula Sat. Nº 01: ""B.O.P. Nº 15""","LEANDRO N. ALEM","LEANDRO N. ALEM","Estatal","Urbano","Común - Secundaria Completa req. 7 años ","3er Año/Grado","27","1"
"540000901","1515","Aula Sat. Nº 01: ""B.O.P. Nº 15""","LEANDRO N. ALEM","LEANDRO N. ALEM","Estatal","Urbano","Común - Secundaria Completa req. 7 años ","4to Año/Grado","18","3"
"540000901","1515","Aula Sat. Nº 01: ""B.O.P. Nº 15""","LEANDRO N. ALEM","LEANDRO N. ALEM","Estatal","Urbano","Común - Secundaria Completa req. 7 años ","5to Año/Grado","16","1"
"540001000","0227","ESC. Nº 227","LEANDRO N. ALEM","LEANDRO N. ALEM","Estatal","Rural Disperso","Común - Primaria de 7 años ","1er Año/Grado","12","0"
"540001000","0227","ESC. Nº 227","LEANDRO N. ALEM","LEANDRO N. ALEM","Estatal","Rural Disperso","Común - Primaria de 7 años ","2do Año/Grado","16","2"
"540001000","0227","ESC. Nº 227","LEANDRO N. ALEM","LEANDRO N. ALEM","Estatal","Rural Disperso","Común - Primaria de 7 años ","3er Año/Grado","17","0"
"540001000","0227","ESC. Nº 227","LEANDRO N. ALEM","LEANDRO N. ALEM","Estatal","Rural Disperso","Común - Primaria de 7 años ","4to Año/Grado","15","0"
"540001000","0227","ESC. Nº 227","LEANDRO N. ALEM","LEANDRO N. ALEM","Estatal","Rural Disperso","Común - Primaria de 7 años ","5to Año/Grado","11","0"
"540001000","0227","ESC. Nº 227","LEANDRO N. ALEM","LEANDRO N. ALEM","Estatal","Rural Disperso","Común - Primaria de 7 años ","6to Año/Grado","15","1"
"540001000","0227","ESC. Nº 227","LEANDRO N. ALEM","LEANDRO N. ALEM","Estatal","Rural Disperso","Común - Primaria de 7 años ","7mo Año/Grado","18","0"
"540001100","0524","ESC. Nº 524: ""VIRREY PEDRO DE CEBALLOS""","IGUAZU","PUERTO ESPERANZA","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","1er Año/Grado","29","0"
"540001100","0524","ESC. Nº 524: ""VIRREY PEDRO DE CEBALLOS""","IGUAZU","PUERTO ESPERANZA","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","2do Año/Grado","28","6"
"540001100","0524","ESC. Nº 524: ""VIRREY PEDRO DE CEBALLOS""","IGUAZU","PUERTO ESPERANZA","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","3er Año/Grado","38","6"
"540001100","0524","ESC. Nº 524: ""VIRREY PEDRO DE CEBALLOS""","IGUAZU","PUERTO ESPERANZA","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","4to Año/Grado","29","8"
"540001100","0524","ESC. Nº 524: ""VIRREY PEDRO DE CEBALLOS""","IGUAZU","PUERTO ESPERANZA","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","5to Año/Grado","30","4"
"540001100","0524","ESC. Nº 524: ""VIRREY PEDRO DE CEBALLOS""","IGUAZU","PUERTO ESPERANZA","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","6to Año/Grado","31","9"
"540001100","0524","ESC. Nº 524: ""VIRREY PEDRO DE CEBALLOS""","IGUAZU","PUERTO ESPERANZA","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","7mo Año/Grado","19","8"
"540001200","0905","INST. EDUCATIVO ""LOS LAPACHOS""","IGUAZU","PUERTO ESPERANZA","Privado","Urbano","Común - Jardín de infantes ","Sala de 3 años","21",""
"540001200","0905","INST. EDUCATIVO ""LOS LAPACHOS""","IGUAZU","PUERTO ESPERANZA","Privado","Urbano","Común - Jardín de infantes ","Sala de 4 años","30",""
"540001200","0905","INST. EDUCATIVO ""LOS LAPACHOS""","IGUAZU","PUERTO ESPERANZA","Privado","Urbano","Común - Jardín de infantes ","Sala de 5 años","26",""
"540001200","0905","INST. EDUCATIVO ""LOS LAPACHOS""","IGUAZU","PUERTO ESPERANZA","Privado","Urbano","Común - Primaria de 7 años ","1er Año/Grado","44","0"
"540001200","0905","INST. EDUCATIVO ""LOS LAPACHOS""","IGUAZU","PUERTO ESPERANZA","Privado","Urbano","Común - Primaria de 7 años ","2do Año/Grado","43","0"
"540001200","0905","INST. EDUCATIVO ""LOS LAPACHOS""","IGUAZU","PUERTO ESPERANZA","Privado","Urbano","Común - Primaria de 7 años ","3er Año/Grado","52","0"
"540001200","0905","INST. EDUCATIVO ""LOS LAPACHOS""","IGUAZU","PUERTO ESPERANZA","Privado","Urbano","Común - Primaria de 7 años ","4to Año/Grado","40","0"
"540001200","0905","INST. EDUCATIVO ""LOS LAPACHOS""","IGUAZU","PUERTO ESPERANZA","Privado","Urbano","Común - Primaria de 7 años ","5to Año/Grado","41","0"
"540001200","0905","INST. EDUCATIVO ""LOS LAPACHOS""","IGUAZU","PUERTO ESPERANZA","Privado","Urbano","Común - Primaria de 7 años ","6to Año/Grado","37","0"
"540001200","0905","INST. EDUCATIVO ""LOS LAPACHOS""","IGUAZU","PUERTO ESPERANZA","Privado","Urbano","Común - Primaria de 7 años ","7mo Año/Grado","38","0"
"540001200","0905","INST. EDUCATIVO ""LOS LAPACHOS""","IGUAZU","PUERTO ESPERANZA","Privado","Urbano","Común - Secundaria Completa req. 7 años ","1er Año/Grado","50","2"
"540001200","0905","INST. EDUCATIVO ""LOS LAPACHOS""","IGUAZU","PUERTO ESPERANZA","Privado","Urbano","Común - Secundaria Completa req. 7 años ","2do Año/Grado","58","4"
"540001200","0905","INST. EDUCATIVO ""LOS LAPACHOS""","IGUAZU","PUERTO ESPERANZA","Privado","Urbano","Común - Secundaria Completa req. 7 años ","3er Año/Grado","31","0"
"540001200","0905","INST. EDUCATIVO ""LOS LAPACHOS""","IGUAZU","PUERTO ESPERANZA","Privado","Urbano","Común - Secundaria Completa req. 7 años ","4to Año/Grado","45","5"
"540001200","0905","INST. EDUCATIVO ""LOS LAPACHOS""","IGUAZU","PUERTO ESPERANZA","Privado","Urbano","Común - Secundaria Completa req. 7 años ","5to Año/Grado","43","2"
"540001300","0583","ESC. Nº 583: ""CAPITÁN DE CORBETA: CARLOS MARIA ZUBIZARRETA""","IGUAZU","PUERTO ESPERANZA","Estatal","Urbano","Común - Primaria de 7 años ","1er Año/Grado","67","4"
"540001300","0583","ESC. Nº 583: ""CAPITÁN DE CORBETA: CARLOS MARIA ZUBIZARRETA""","IGUAZU","PUERTO ESPERANZA","Estatal","Urbano","Común - Primaria de 7 años ","2do Año/Grado","72","10"
"540001300","0583","ESC. Nº 583: ""CAPITÁN DE CORBETA: CARLOS MARIA ZUBIZARRETA""","IGUAZU","PUERTO ESPERANZA","Estatal","Urbano","Común - Primaria de 7 años ","3er Año/Grado","86","6"
"540001300","0583","ESC. Nº 583: ""CAPITÁN DE CORBETA: CARLOS MARIA ZUBIZARRETA""","IGUAZU","PUERTO ESPERANZA","Estatal","Urbano","Común - Primaria de 7 años ","4to Año/Grado","70","7"
"540001300","0583","ESC. Nº 583: ""CAPITÁN DE CORBETA: CARLOS MARIA ZUBIZARRETA""","IGUAZU","PUERTO ESPERANZA","Estatal","Urbano","Común - Primaria de 7 años ","5to Año/Grado","52","5"
"540001300","0583","ESC. Nº 583: ""CAPITÁN DE CORBETA: CARLOS MARIA ZUBIZARRETA""","IGUAZU","PUERTO ESPERANZA","Estatal","Urbano","Común - Primaria de 7 años ","6to Año/Grado","45","5"
"540001300","0583","ESC. Nº 583: ""CAPITÁN DE CORBETA: CARLOS MARIA ZUBIZARRETA""","IGUAZU","PUERTO ESPERANZA","Estatal","Urbano","Común - Primaria de 7 años ","7mo Año/Grado","55","7"
"540001500","1414","ESC. ADULTOS Nº 14","IGUAZU","PUERTO ESPERANZA","Estatal","Urbano","Adultos-Formación Profesional/Capacitación Laboral","1er Año/Grado","27",""
"540001500","1414","ESC. ADULTOS Nº 14","IGUAZU","PUERTO ESPERANZA","Estatal","Urbano","Adultos - Primaria ","1er Ciclo","22",""
"540001500","1414","ESC. ADULTOS Nº 14","IGUAZU","PUERTO ESPERANZA","Estatal","Urbano","Adultos - Primaria ","2er Ciclo","17",""
"540001500","1414","ESC. ADULTOS Nº 14","IGUAZU","PUERTO ESPERANZA","Estatal","Urbano","Adultos - Primaria ","3er Ciclo","32",""
"540001600","0756","ESC. Nº 756","IGUAZU","PUERTO ESPERANZA","Estatal","Urbano","Común - Primaria de 7 años ","1er Año/Grado","42","0"
"540001600","0756","ESC. Nº 756","IGUAZU","PUERTO ESPERANZA","Estatal","Urbano","Común - Primaria de 7 años ","2do Año/Grado","61","0"
"540001600","0756","ESC. Nº 756","IGUAZU","PUERTO ESPERANZA","Estatal","Urbano","Común - Primaria de 7 años ","3er Año/Grado","79","0"
"540001600","0756","ESC. Nº 756","IGUAZU","PUERTO ESPERANZA","Estatal","Urbano","Común - Primaria de 7 años ","4to Año/Grado","58","0"
"540001600","0756","ESC. Nº 756","IGUAZU","PUERTO ESPERANZA","Estatal","Urbano","Común - Primaria de 7 años ","5to Año/Grado","54","0"
"540001600","0756","ESC. Nº 756","IGUAZU","PUERTO ESPERANZA","Estatal","Urbano","Común - Primaria de 7 años ","6to Año/Grado","64","0"
"540001600","0756","ESC. Nº 756","IGUAZU","PUERTO ESPERANZA","Estatal","Urbano","Común - Primaria de 7 años ","7mo Año/Grado","32","0"
"540001700","0711","ESC. Nº 711","IGUAZU","PUERTO IGUAZU","Estatal","Urbano","Común - Primaria de 7 años ","1er Año/Grado","22","0"
